Event,Latitude,Longitude,Date/Time,Station,Depth water [m],Rack no,Cover live cor [%],Cover rock [%],Sand [#],Cover dead cor [%],Cover rubble [%],ID (Quadrat ID),Part desc,Family,Species common,Species UID,Species UID (Semantic URI),Species UID (URI),Fish TL [mm] (Elaborated after Neuswanger e...),Fish wm [g] (Derived from the measured len...),ID (Fish ID),Entry time (Elaborated after Neuswanger e...),Exit time (Elaborated after Neuswanger e...),Bites [#] (Elaborated after Neuswanger e...),Bite dist [mm] (Elaborated after Neuswanger e...),Time frame [s] (Elaborated after Neuswanger e...),Bite rate [#/min] (Elaborated after Neuswanger e...),Benthos grazed,Corals grazed,Species UID (Corals grazed),Species UID (Semantic URI) (Corals grazed),Species UID (URI) (Corals grazed),Forage
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.8,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,159.9107,85.64328747,ZX9,6.52.50660,7.32.22963,25,220.08,39.72,37.76,Algal covered rock,,,,,3.205128205
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.8,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,159.9107,85.64328747,ZX9,7.32.22963,7.43.25413,7,103,11.02,38.1,Sand,,,,,0.642201835
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.8,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,159.9107,85.64328747,ZX9,9.08.53253,9.19.7042,8,127.35,11.17,42.97,Algal covered rock,,,,,1.025641026
Gulf_of_Aqaba_NR1,29.505,34.919,2018-03-12T13:25,NR1,2,3,7.1,4.6,55.5,1.3,31.6,NR1 3,3.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,159.9107,85.64328747,ZX9,0.32.33956,0.50.3429,8,,18,26.66,Algal covered rock,,,,,1.025641026
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.1,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,240.7594,287.5426589,ZX10,5.45.44411,5.56.29471,11,,10.85,60.83,,Unidentifiable,,,,
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,14.50.41197,15.00.8070,6,,10.4,34.63,,,,,,
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,16.48.14134,16.55.55043,3,147.77,7.41,24.29,Live coral,,Favites abdita,urn:lsid:marinespecies.org:taxname:207449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207449,0.280373832
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,3.14.15347,3.39.78892,4,101.19,25.64,9.36,Live coral,,Favites abdita,urn:lsid:marinespecies.org:taxname:207449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207449,0.373831776
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,3.39.78892,3.57.85711,1,,18.07,3.32,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.093457944
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,3.57.85711,4.11.34220,12,294.01,11.34,63.48,Algal covered rock,,,,,1.538461538
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,4.11.34220,4.33.89007,4,80.43,22.55,10.64,Sand,,,,,0.366972477
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,250.6079,323.7727835,ZX11,4.33.89007,4.46.14094,6,78.03,12.25,29.39,Algal covered rock,,,,,0.769230769
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,220.8148,222.60723,ZX12,3.44.59355,04.06.21,1,,21.86,2.74,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.093457944
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.5 to 1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,17.28.25859 (1.5) (end of 1.5 = 17.42),0.48.648 (1.6),15,126.7,52.58,17.12,Algal covered rock,,,,,1.923076923
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,1.44.25584,1.50.95033,2,204.15,6.69,17.93,Algal covered rock,,,,,0.256410256
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,1.50.95033,2.15.46950,11,229.2,24.52,26.92,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.666666667
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,15.48.30973,16.15.53359,4,325.39,27.22,8.82,Algal covered rock,,,,,0.512820513
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,16.15.53359,16.19.46696,1,,3.93,15.25,Live coral,,Favites abdita,urn:lsid:marinespecies.org:taxname:207449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207449,0.093457944
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,16.19.46696,16.33.11071,1,,13.64,4.4,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.060606061
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,16.06.39765,16.23.90115,3,195.01,17.5,10.28,Algal covered rock,,,,,0.384615385
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,1,14,10.5,3.1,11.5,61,NR2 1,1.6,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,231.5251,256.1097874,ZX13,16.23.90115,16.30.35413,1,,6.45,9.3,Live coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.093457944
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,2,0,4.2,35.3,8,52.4,NR2 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,145.9386,65.33705836,ZX14,15.24.4358,16.00.33375,20,78.7,51.57,23.27,Dead coral,Unidentifiable,,,,1.212121212
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,2,0,4.2,35.3,8,52.4,NR2 2,2.2,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,117.7136,34.58300418,ZX15,16.00.22751,16.24.37850,21,101.83,24.15,52.17,Dead coral,Unidentifiable,,,,1.272727273
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,2,0,4.2,35.3,8,52.4,NR2 2,2.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,170.7546,104.0011633,ZX16,8.34.19416,8.38.56514,6,61.65,4.37,82.36,Algal covered rock,,,,,0.769230769
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,2,0,4.2,35.3,8,52.4,NR2 2,2.5,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,163.2673,91.07465216,ZX17,2.54.31210,3.01.11098,2,48.28,6.8,17.65,Algal covered rock,,,,,0.256410256
Gulf_of_Aqaba_NR2,29.505,34.919,2018-03-13T15:25,NR2,2,3,1.2,19.5,6.7,7.5,65,NR2 3,3.7,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,191.0732,145.0665215,ZX18,0.43.14644,1.07.10311,14,196.12,23.96,35.06,Sand,,,,,1.28440367
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,1,28.6,1,1,15.1,54.3,HRN2 1,1.3,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,156.1228,105.1876087,CS3,11.17.31639,11.21.33595,1,,4.02,14.93,Live coral,,Favites abdita,urn:lsid:marinespecies.org:taxname:207449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207449,0.093457944
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,1,28.6,1,1,15.1,54.3,HRN2 1,1.3,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,156.1228,105.1876087,CS3,11.21.33595,11.30.59958,8,36.06,9.26,51.82,Dead coral,,Favites abdita,urn:lsid:marinespecies.org:taxname:207449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207449,0.484848485
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,1,28.6,1,1,15.1,54.3,HRN2 1,1.3,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,156.1228,105.1876087,CS3,11.30.59958,11.34.21615,2,107.4,3.62,33.18,Live coral,,Favites abdita,urn:lsid:marinespecies.org:taxname:207449,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207449,0.186915888
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,1,28.6,1,1,15.1,54.3,HRN2 1,1.4,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,191.0333,195.0524393,CS4,12.03.46056,12.11.46724,10,28.66,8.01,74.94,Dead coral,,Platygyra daedalea,urn:lsid:marinespecies.org:taxname:207489,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207489,0.606060606
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,1,28.6,1,1,15.1,54.3,HRN2 1,1.5,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,191.0333,195.0524393,CS4,5.00.15661,5.15.9021,8,31.5,15.75,30.48,Dead coral,,Favites,urn:lsid:marinespecies.org:taxname:206158,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206158,0.484848485
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,1,28.6,1,1,15.1,54.3,HRN2 1,1.4,Acanthuridae,Yellowtail tang,Zebrasoma xanthurum,urn:lsid:marinespecies.org:taxname:219681,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219681,245.8986,306.0932718,ZX19,7.38.8945,7.50.11455,11,59.2,11.22,58.82,Algal covered rock,,,,,1.41025641
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,151.2137,95.39080113,CS5,5.56.50113,6.14.46025,2,37.09,17.96,6.68,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.121212121
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,151.2137,95.39080113,CS5,10.25.7393,11.04489,42,83.73,38.75,65.03,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.545454545
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,159.5487,112.41157,CS6,6.55.1375,7.14.23953,11,63.98,19.1,34.55,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.666666667
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,159.5487,112.41157,CS6,7.29.27647,7.32.48888,1,,3.21,18.68,Live coral,,Leptoria phrygia,urn:lsid:marinespecies.org:taxname:207477,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207477,0.093457944
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,159.5487,112.41157,CS6,7.32.48888,7.48.49212,10,37.76,16,37.49,Dead coral,,Favia favus,urn:lsid:marinespecies.org:taxname:207435,https://www.marinespecies.org/aphia.php?p=taxdetails&id=207435,0.606060606
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Striated surgeonfish,Ctenochaetus striatus,urn:lsid:marinespecies.org:taxname:219659,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219659,159.5487,112.41157,CS6,10.22.96631,11.10.340027,52,171.89,47.37,65.86,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,3.151515152
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,116.149,35.73941647,AN1,10.26.78893,11.07.49789,36,63.75,40.71,53.06,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.181818182
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.2,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,100.7356,23.41558108,AN2,10.57.134,11.48.9661,49,71.11,51.83,56.72,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,2.96969697
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.7,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,100.7356,23.41558108,AN2,1.0849981,1.18.48839,3,56.57,18.4,9.78,Dead coral,Unidentifiable,,,,0.181818182
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.7,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,100.7356,23.41558108,AN2,1.18.48839,1.54.28131,29,74.1,35.79,48.61,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,1.757575758
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.3,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,100.7356,23.41558108,AN2,5.55.12635,6.10.484781,12,121.84,15.36,46.88,Dead coral,,Stylophora pistillata,urn:lsid:marinespecies.org:taxname:206982,https://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,0.727272727
Gulf_of_Aqaba_HRN2,29.502,34.9177,2018-03-14T11:08,HRN2,2,2,21.4,0.3,1.3,29.8,47.2,HRN2 2,2.3,Acanthuridae,Brown surgeonfish,Acanthurus nigrofuscus,urn:lsid:marinespecies.org:taxname:219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,104.1027,25.8174662,AN3,12.04.86,12.12.15183,1,,7.51,7.99,Dead coral,Unidentifiable,,,,0.060606061
